Predicted_Return,Sentiment,Volatility,Max_Drawdown,Beta,Forecast_Signal,Sentiment_Signal,Risk_Signal,Composite_Score,Recommendation,Date,Actual_Return,Ticker,Strategy_Return,Strategy_Equity,BuyHold_Equity
-0.029111285,0.0,0.2777753499410157,-0.16606668020066495,1.1265212840793262,-0.8496811997744226,0.0,0.39768049951451406,-0.5043766997901141,SELL,2024-08-14,0.0135305811244308,AAPL,-0.0135305811244308,0.9864694188755692,1.0135305811244308
-0.030465329,0.0,0.2785705135340755,-0.16606668020066495,1.105630996366732,-0.8962240201580923,0.0,0.3938953718350451,-0.5268910844460551,SELL,2024-08-15,0.0059185591309869,AAPL,-0.0059185591309869,0.9806309412890438,1.0195292217998793
-0.03166004,0.0,0.27851989818134637,-0.16606668020066495,1.1053308397430561,-0.9372900560353568,0.0,0.39377724813796666,-0.5474004776452717,SELL,2024-08-16,-0.0007077554147577,AAPL,0.0007077554147577,0.98132498814762,1.0188076444726468
-0.029348463,0.0,0.2777810758302781,-0.16606668020066495,1.0774812340794715,-0.8578337657567379,0.0,0.3868830488259715,-0.5062934926435633,SELL,2024-08-19,0.0027445457491726,AAPL,-0.0027445457491726,0.9786316968228427,1.0216038086625088
-0.025388923,0.0,0.2732300124621847,-0.16606668020066495,1.0505580603102227,-0.7217317195736329,0.0,0.37627638247581474,-0.4361211362819794,SELL,2024-08-20,-0.0004856192113651,AAPL,0.0004856192113651,0.9791069391756707,1.0211076982266185
-0.023557218,0.0,0.27194075591445316,-0.16606668020066495,1.0376002809525104,-0.6587701638111392,0.0,0.37209729899924704,-0.403804541705419,SELL,2024-08-21,-0.0082596735058814,AAPL,0.0082596735058814,0.9871940428206045,1.0126736820249245
-0.021982614,0.0,0.2728692744597512,-0.16606668020066495,1.0393153118464018,-0.6046459912233888,0.0,0.37342903951848483,-0.37700880351539134,SELL,2024-08-22,0.010288138741991,AAPL,-0.010288138741991,0.9770376535427991,1.0230922093659598
-0.018811025,0.0,0.2732656346934947,-0.16606668020066495,1.0437652939584354,-0.4956283395386406,0.0,0.37481655930486335,-0.32277748163029296,SELL,2024-08-23,0.0014987595011253,AAPL,-0.0014987595011253,0.9755733090765947,1.0246255785352743
-0.01760552,0.0,0.27324733808960316,-0.16606668020066495,1.0547735154006133,-0.4541912793791363,0.0,0.3772228306339783,-0.3025402058163638,SELL,2024-08-26,0.0037416978243414,AAPL,-0.0037416978243414,0.9719230085485372,1.0284594178332442
-0.016799118,0.0,0.2732202518565274,-0.16606668020066495,1.0618919056044693,-0.426472665033493,0.0,0.37876315705061875,-0.28898896392687023,SELL,2024-08-27,-0.0067535521279367,AAPL,0.0067535521279367,0.9784869412511108,1.02151366354344
-0.01431353,0.0,0.2736271011031194,-0.16606668020066495,1.064787317073731,-0.3410350604713036,0.0,0.37981898696627636,-0.24648132762890707,SELL,2024-08-28,0.0145702016397701,AAPL,-0.0145702016397701,0.9642301892152002,1.0363973235990485
-0.013215758,0.0,0.27468519280102355,-0.16606668020066495,1.0624305129796587,-0.3033011278825385,0.0,0.3803868366912826,-0.22772793127952579,SELL,2024-08-29,-0.0034378587101203,AAPL,0.0034378587101203,0.9675450763697546,1.0328343360329681
-0.013792479,0.0,0.2748034767136123,-0.16606668020066495,1.0478430635770983,-0.3231248720994845,0.0,0.37729479858063036,-0.23702139576586834,SELL,2024-08-30,-0.0272053592617308,AAPL,0.0272053592617308,0.9938674877743124,1.00473570686334
-0.013903255,0.0,0.2809105356612081,-0.16606668020066495,1.0732924152603476,-0.3269325973069529,0.0,0.3891753603357762,-0.24130137072063168,SELL,2024-09-03,-0.008618736678376,AAPL,0.008618736678376,1.0024333699446384,0.9960761543745229
-0.013334886,0.0,0.2810308232234813,-0.16606668020066495,1.0802778370715407,-0.3073959380265706,0.0,0.3908378007544233,-0.23186552916416997,SELL,2024-09-04,0.006927761101692,AAPL,-0.006927761101692,0.9954887510372978,1.0029767320111218
-0.012259094,0.0,0.27767575388840693,-0.16606668020066495,1.0835928328893316,-0.27041752829528487,0.0,0.38812120650057685,-0.2128330054477578,SELL,2024-09-05,-0.0070149483916583,AAPL,0.0070149483916583,1.0024720532503009,0.9959409019980298
-0.0116849225,0.0,0.2367195246300296,-0.16606668020066495,1.025474178467587,-0.25068141854263115,0.0,0.33324096617502474,-0.19198890250632053,HOLD,2024-09-06,0.000407619885886,AAPL,0.0,1.0024720532503009,0.9963468673148514
-0.011153117,0.0,0.22973800385426796,-0.16606668020066495,0.9752641212265329,-0.2324015636298309,0.0,0.3150073268320191,-0.17920224718131927,HOLD,2024-09-09,-0.0036215329512414,AAPL,0.0,1.0024720532503009,0.9927385643040046
-0.010553474,0.0,0.229689671222656,-0.16606668020066495,0.9682695983055866,-0.21178991700437044,0.0,0.3134168053270121,-0.16857831956758765,HOLD,2024-09-10,0.0115852268993796,AAPL,0.0,1.0024720532503009,1.0042396658232309
-0.010024145,0.0,0.23004577149496275,-0.16606668020066495,0.9687216093532073,-0.19359518731252323,0.0,0.31388222595219906,-0.15957403884670143,HOLD,2024-09-11,0.0004939468704443,AAPL,0.0,1.0024720532503009,1.0047357068633402
-0.009844701,0.0,0.22669584640541118,-0.16606668020066495,0.9462030817539927,-0.18742712345276158,0.0,0.30547989146006294,-0.15480954001839337,HOLD,2024-09-12,-0.0012120173997848,AAPL,0.0,1.0024720532503009,1.0035179497044369
-0.010150462,0.0,0.22544717403278106,-0.16606668020066495,0.9454887642425359,-0.19793710636567363,0.0,0.3040396899436092,-0.15977649117155865,HOLD,2024-09-13,-0.0277751730333996,AAPL,0.0,1.0024720532503009,0.9756450650092737
-0.009863229,0.0,0.22843355416294936,-0.16606668020066495,0.9322150272118874,-0.1880639900361729,0.0,0.30418363429573125,-0.15486872187723272,HOLD,2024-09-16,0.0021726078428261,AAPL,0.0,1.0024720532503009,0.9777647591293275
-0.011656482,0.0,0.22727873951851355,-0.16606668020066495,0.9289322189398518,-0.24970382764963084,0.0,0.302274030185985,-0.18530671986201241,HOLD,2024-09-17,0.0179897550591263,AAPL,0.0,1.0024720532503009,0.9953545076515098
-0.0040837754,0.0,0.22993945557599593,-0.16606668020066495,0.9207065320928566,0.010594303801068738,0.0,0.3031954651535365,-0.055341941130172934,HOLD,2024-09-18,0.0370655523791276,AAPL,0.0,1.0024720532503009,1.0322478722906676
-0.00072186615,0.0,0.24139807916041495,-0.16606668020066495,0.9739817730231957,0.12615387082322482,0.0,0.3267039635871834,-0.0022638573058242767,HOLD,2024-09-19,-0.0029274356960798,AAPL,0.0,1.0024720532503009,1.0292260330221215
0.0034941863,0.0,0.23850910738339118,-0.16606668020066495,0.9724303327506246,0.2710730698363153,0.0,0.3233941638047435,0.07085770215720895,HOLD,2024-09-20,-0.0075810208284562,AAPL,0.0,1.0024720532503009,1.0214234490285914
0.0036576358,0.0,0.23912187195910137,-0.16606668020066495,0.9688433374807618,0.27669135160581515,0.0,0.3232334944451287,0.07369897691388183,HOLD,2024-09-23,0.0039740979095321,AAPL,0.0,1.0024720532503009,1.025482685822123
0.00013320579,0.0,0.23644149593524402,-0.16606668020066495,0.9592550702742324,0.15554542657660964,0.0,0.3183675164024652,0.01409921000781178,HOLD,2024-09-24,-0.0043982983095834,AAPL,0.0,1.0024720532503009,1.0209723070585646
0.001840355,0.0,0.2295461891554957,-0.16606668020066495,0.9528399425027996,0.21422560170323313,0.0,0.3098703036521709,0.04513874012118238,HOLD,2024-09-25,0.0050803031556361,AAPL,0.0,1.0024720532503009,1.0261591558919312
